node_id,label,rung,class,family,unit,value,source
WTMAD2_All_NCI_O3LYP,Metric,,Accuracy,,kcal/mol,23.54,
WTMAD2_GMTKN55_O3LYP,Metric,,Accuracy,,kcal/mol,15.39,
WTMAD2_Basic_Small_B97-1,Metric,,Accuracy,,kcal/mol,4.23,
WTMAD2_Iso_Large_B97-1,Metric,,Accuracy,,kcal/mol,14.14,
WTMAD2_Barriers_B97-1,Metric,,Accuracy,,kcal/mol,7.55,
WTMAD2_Inter_NCI_B97-1,Metric,,Accuracy,,kcal/mol,12.78,
WTMAD2_Intra_NCI_B97-1,Metric,,Accuracy,,kcal/mol,18.26,
WTMAD2_All_NCI_B97-1,Metric,,Accuracy,,kcal/mol,15.46,
WTMAD2_GMTKN55_B97-1,Metric,,Accuracy,,kcal/mol,10.7,
WTMAD2_Basic_Small_B97-2,Metric,,Accuracy,,kcal/mol,4.38,
WTMAD2_Iso_Large_B97-2,Metric,,Accuracy,,kcal/mol,16.23,
WTMAD2_Barriers_B97-2,Metric,,Accuracy,,kcal/mol,6.5,
WTMAD2_Inter_NCI_B97-2,Metric,,Accuracy,,kcal/mol,28.06,
WTMAD2_Intra_NCI_B97-2,Metric,,Accuracy,,kcal/mol,27.62,
WTMAD2_All_NCI_B97-2,Metric,,Accuracy,,kcal/mol,27.85,
WTMAD2_GMTKN55_B97-2,Metric,,Accuracy,,kcal/mol,15.84,
WTMAD2_Basic_Small_B98,Metric,,Accuracy,,kcal/mol,4.23,
WTMAD2_Iso_Large_B98,Metric,,Accuracy,,kcal/mol,14.65,
WTMAD2_Barriers_B98,Metric,,Accuracy,,kcal/mol,7.56,
WTMAD2_Inter_NCI_B98,Metric,,Accuracy,,kcal/mol,16.43,
WTMAD2_Intra_NCI_B98,Metric,,Accuracy,,kcal/mol,20.65,
WTMAD2_All_NCI_B98,Metric,,Accuracy,,kcal/mol,18.49,
WTMAD2_GMTKN55_B98,Metric,,Accuracy,,kcal/mol,11.98,
WTMAD2_Basic_Small_HISS,Metric,,Accuracy,,kcal/mol,4.91,
WTMAD2_Iso_Large_HISS,Metric,,Accuracy,,kcal/mol,10.67,
WTMAD2_Barriers_HISS,Metric,,Accuracy,,kcal/mol,5.02,
WTMAD2_Inter_NCI_HISS,Metric,,Accuracy,,kcal/mol,13.68,
WTMAD2_Intra_NCI_HISS,Metric,,Accuracy,,kcal/mol,16.5,
WTMAD2_All_NCI_HISS,Metric,,Accuracy,,kcal/mol,15.06,
WTMAD2_GMTKN55_HISS,Metric,,Accuracy,,kcal/mol,9.87,
WTMAD2_Basic_Small_HSE03,Metric,,Accuracy,,kcal/mol,4.44,
WTMAD2_Iso_Large_HSE03,Metric,,Accuracy,,kcal/mol,11.97,
WTMAD2_Barriers_HSE03,Metric,,Accuracy,,kcal/mol,8.07,
WTMAD2_Inter_NCI_HSE03,Metric,,Accuracy,,kcal/mol,14.09,
WTMAD2_Intra_NCI_HSE03,Metric,,Accuracy,,kcal/mol,17.56,
WTMAD2_All_NCI_HSE03,Metric,,Accuracy,,kcal/mol,15.79,
WTMAD2_GMTKN55_HSE03,Metric,,Accuracy,,kcal/mol,10.61,
WTMAD2_Basic_Small_HSE06,Metric,,Accuracy,,kcal/mol,4.22,
WTMAD2_Iso_Large_HSE06,Metric,,Accuracy,,kcal/mol,11.75,
WTMAD2_Barriers_HSE06,Metric,,Accuracy,,kcal/mol,8.15,
WTMAD2_Inter_NCI_HSE06,Metric,,Accuracy,,kcal/mol,14.49,
WTMAD2_Intra_NCI_HSE06,Metric,,Accuracy,,kcal/mol,17.52,
WTMAD2_All_NCI_HSE06,Metric,,Accuracy,,kcal/mol,15.97,
WTMAD2_GMTKN55_HSE06,Metric,,Accuracy,,kcal/mol,10.59,
WTMAD2_Basic_Small_TPSSh,Metric,,Accuracy,,kcal/mol,5.45,
WTMAD2_Iso_Large_TPSSh,Metric,,Accuracy,,kcal/mol,15.83,
WTMAD2_Barriers_TPSSh,Metric,,Accuracy,,kcal/mol,11.24,
WTMAD2_Inter_NCI_TPSSh,Metric,,Accuracy,,kcal/mol,21.72,
WTMAD2_Intra_NCI_TPSSh,Metric,,Accuracy,,kcal/mol,21.8,
WTMAD2_All_NCI_TPSSh,Metric,,Accuracy,,kcal/mol,21.76,
WTMAD2_GMTKN55_TPSSh,Metric,,Accuracy,,kcal/mol,14.32,
WTMAD2_Basic_Small_revTPSSh,Metric,,Accuracy,,kcal/mol,5.9,
WTMAD2_Iso_Large_revTPSSh,Metric,,Accuracy,,kcal/mol,13.97,
WTMAD2_Barriers_revTPSSh,Metric,,Accuracy,,kcal/mol,10.56,
WTMAD2_Inter_NCI_revTPSSh,Metric,,Accuracy,,kcal/mol,19.62,
WTMAD2_Intra_NCI_revTPSSh,Metric,,Accuracy,,kcal/mol,18.1,
WTMAD2_All_NCI_revTPSSh,Metric,,Accuracy,,kcal/mol,18.87,
WTMAD2_GMTKN55_revTPSSh,Metric,,Accuracy,,kcal/mol,12.93,
WTMAD2_Basic_Small_TPSS0,Metric,,Accuracy,,kcal/mol,5.11,
WTMAD2_Iso_Large_TPSS0,Metric,,Accuracy,,kcal/mol,13.07,
WTMAD2_Barriers_TPSS0,Metric,,Accuracy,,kcal/mol,7.46,
WTMAD2_Inter_NCI_TPSS0,Metric,,Accuracy,,kcal/mol,21.46,
WTMAD2_Intra_NCI_TPSS0,Metric,,Accuracy,,kcal/mol,20.67,
WTMAD2_All_NCI_TPSS0,Metric,,Accuracy,,kcal/mol,21.08,
WTMAD2_GMTKN55_TPSS0,Metric,,Accuracy,,kcal/mol,13.01,
WTMAD2_Basic_Small_revTPSS0,Metric,,Accuracy,,kcal/mol,5.48,
WTMAD2_Iso_Large_revTPSS0,Metric,,Accuracy,,kcal/mol,11.67,
WTMAD2_Barriers_revTPSS0,Metric,,Accuracy,,kcal/mol,6.75,
WTMAD2_Inter_NCI_revTPSS0,Metric,,Accuracy,,kcal/mol,19.31,
WTMAD2_Intra_NCI_revTPSS0,Metric,,Accuracy,,kcal/mol,17.45,
WTMAD2_All_NCI_revTPSS0,Metric,,Accuracy,,kcal/mol,18.4,
WTMAD2_GMTKN55_revTPSS0,Metric,,Accuracy,,kcal/mol,11.75,
WTMAD2_Basic_Small_TPSS1KCIS,Metric,,Accuracy,,kcal/mol,5.06,
WTMAD2_Iso_Large_TPSS1KCIS,Metric,,Accuracy,,kcal/mol,16.21,
WTMAD2_Barriers_TPSS1KCIS,Metric,,Accuracy,,kcal/mol,9.53,
WTMAD2_Inter_NCI_TPSS1KCIS,Metric,,Accuracy,,kcal/mol,20.39,
WTMAD2_Intra_NCI_TPSS1KCIS,Metric,,Accuracy,,kcal/mol,22.97,
WTMAD2_All_NCI_TPSS1KCIS,Metric,,Accuracy,,kcal/mol,21.65,
WTMAD2_GMTKN55_TPSS1KCIS,Metric,,Accuracy,,kcal/mol,14,
WTMAD2_Basic_Small_BMK,Metric,,Accuracy,,kcal/mol,3.42,
WTMAD2_Iso_Large_BMK,Metric,,Accuracy,,kcal/mol,8.18,
WTMAD2_Barriers_BMK,Metric,,Accuracy,,kcal/mol,4.26,
WTMAD2_Inter_NCI_BMK,Metric,,Accuracy,,kcal/mol,31.61,
WTMAD2_Intra_NCI_BMK,Metric,,Accuracy,,kcal/mol,10.15,
WTMAD2_All_NCI_BMK,Metric,,Accuracy,,kcal/mol,21.11,
WTMAD2_GMTKN55_BMK,Metric,,Accuracy,,kcal/mol,11.29,
WTMAD2_Basic_Small_tauHCTHhyb,Metric,,Accuracy,,kcal/mol,4.56,
WTMAD2_Iso_Large_tauHCTHhyb,Metric,,Accuracy,,kcal/mol,15.18,
WTMAD2_Barriers_tauHCTHhyb,Metric,,Accuracy,,kcal/mol,9.35,
WTMAD2_Inter_NCI_tauHCTHhyb,Metric,,Accuracy,,kcal/mol,18.75,
WTMAD2_Intra_NCI_tauHCTHhyb,Metric,,Accuracy,,kcal/mol,20.35,
WTMAD2_All_NCI_tauHCTHhyb,Metric,,Accuracy,,kcal/mol,19.53,
WTMAD2_GMTKN55_tauHCTHhyb,Metric,,Accuracy,,kcal/mol,12.81,
WTMAD2_Basic_Small_M05,Metric,,Accuracy,,kcal/mol,4.71,
WTMAD2_Iso_Large_M05,Metric,,Accuracy,,kcal/mol,15.04,
WTMAD2_Barriers_M05,Metric,,Accuracy,,kcal/mol,5.93,
WTMAD2_Inter_NCI_M05,Metric,,Accuracy,,kcal/mol,11.35,
WTMAD2_Intra_NCI_M05,Metric,,Accuracy,,kcal/mol,17.95,
WTMAD2_All_NCI_M05,Metric,,Accuracy,,kcal/mol,14.58,
WTMAD2_GMTKN55_M05,Metric,,Accuracy,,kcal/mol,10.44,
WTMAD2_Basic_Small_M052X,Metric,,Accuracy,,kcal/mol,3.12,
WTMAD2_Iso_Large_M052X,Metric,,Accuracy,,kcal/mol,5.8,
WTMAD2_Barriers_M052X,Metric,,Accuracy,,kcal/mol,4.72,
WTMAD2_Inter_NCI_M052X,Metric,,Accuracy,,kcal/mol,6.8,
WTMAD2_Intra_NCI_M052X,Metric,,Accuracy,,kcal/mol,5.79,
WTMAD2_All_NCI_M052X,Metric,,Accuracy,,kcal/mol,6.31,
WTMAD2_GMTKN55_M052X,Metric,,Accuracy,,kcal/mol,5.02,
WTMAD2_Basic_Small_M06,Metric,,Accuracy,,kcal/mol,3.56,
WTMAD2_Iso_Large_M06,Metric,,Accuracy,,kcal/mol,8.83,
WTMAD2_Barriers_M06,Metric,,Accuracy,,kcal/mol,5.7,
WTMAD2_Inter_NCI_M06,Metric,,Accuracy,,kcal/mol,7.76,
WTMAD2_Intra_NCI_M06,Metric,,Accuracy,,kcal/mol,6.53,
WTMAD2_All_NCI_M06,Metric,,Accuracy,,kcal/mol,7.16,
WTMAD2_GMTKN55_M06,Metric,,Accuracy,,kcal/mol,6.11,
WTMAD2_Basic_Small_M062X,Metric,,Accuracy,,kcal/mol,2.73,
WTMAD2_Iso_Large_M062X,Metric,,Accuracy,,kcal/mol,6.14,
WTMAD2_Barriers_M062X,Metric,,Accuracy,,kcal/mol,4.98,
WTMAD2_Inter_NCI_M062X,Metric,,Accuracy,,kcal/mol,5.51,
WTMAD2_Intra_NCI_M062X,Metric,,Accuracy,,kcal/mol,6.64,
WTMAD2_All_NCI_M062X,Metric,,Accuracy,,kcal/mol,6.06,
WTMAD2_GMTKN55_M062X,Metric,,Accuracy,,kcal/mol,4.89,
WTMAD2_Basic_Small_M08HX,Metric,,Accuracy,,kcal/mol,2.75,
WTMAD2_Iso_Large_M08HX,Metric,,Accuracy,,kcal/mol,5.67,
WTMAD2_Barriers_M08HX,Metric,,Accuracy,,kcal/mol,3.32,
WTMAD2_Inter_NCI_M08HX,Metric,,Accuracy,,kcal/mol,7.11,
WTMAD2_Intra_NCI_M08HX,Metric,,Accuracy,,kcal/mol,8.55,
WTMAD2_All_NCI_M08HX,Metric,,Accuracy,,kcal/mol,7.82,
WTMAD2_GMTKN55_M08HX,Metric,,Accuracy,,kcal/mol,5.3,
WTMAD2_Basic_Small_M11,Metric,,Accuracy,,kcal/mol,3.15,
WTMAD2_Iso_Large_M11,Metric,,Accuracy,,kcal/mol,7.27,
WTMAD2_Barriers_M11,Metric,,Accuracy,,kcal/mol,4.44,
WTMAD2_Inter_NCI_M11,Metric,,Accuracy,,kcal/mol,10.08,
WTMAD2_Intra_NCI_M11,Metric,,Accuracy,,kcal/mol,11.12,
WTMAD2_All_NCI_M11,Metric,,Accuracy,,kcal/mol,10.59,
WTMAD2_GMTKN55_M11,Metric,,Accuracy,,kcal/mol,6.92,
WTMAD2_Basic_Small_SOGGA11X,Metric,,Accuracy,,kcal/mol,3.73,
WTMAD2_Iso_Large_SOGGA11X,Metric,,Accuracy,,kcal/mol,11.77,
WTMAD2_Barriers_SOGGA11X,Metric,,Accuracy,,kcal/mol,4.28,
WTMAD2_Inter_NCI_SOGGA11X,Metric,,Accuracy,,kcal/mol,25.4,
WTMAD2_Intra_NCI_SOGGA11X,Metric,,Accuracy,,kcal/mol,14.19,
WTMAD2_All_NCI_SOGGA11X,Metric,,Accuracy,,kcal/mol,19.92,
WTMAD2_GMTKN55_SOGGA11X,Metric,,Accuracy,,kcal/mol,11.5,
WTMAD2_Basic_Small_N12SX,Metric,,Accuracy,,kcal/mol,4.8,
WTMAD2_Iso_Large_N12SX,Metric,,Accuracy,,kcal/mol,13.05,
WTMAD2_Barriers_N12SX,Metric,,Accuracy,,kcal/mol,7.76,
WTMAD2_Inter_NCI_N12SX,Metric,,Accuracy,,kcal/mol,19.83,
WTMAD2_Intra_NCI_N12SX,Metric,,Accuracy,,kcal/mol,17.27,
WTMAD2_All_NCI_N12SX,Metric,,Accuracy,,kcal/mol,18.58,
WTMAD2_GMTKN55_N12SX,Metric,,Accuracy,,kcal/mol,11.96,
WTMAD2_Basic_Small_MN12SX,Metric,,Accuracy,,kcal/mol,3.54,
WTMAD2_Iso_Large_MN12SX,Metric,,Accuracy,,kcal/mol,9.96,
WTMAD2_Barriers_MN12SX,Metric,,Accuracy,,kcal/mol,4.01,
WTMAD2_Inter_NCI_MN12SX,Metric,,Accuracy,,kcal/mol,14.3,
WTMAD2_Intra_NCI_MN12SX,Metric,,Accuracy,,kcal/mol,10.16,
WTMAD2_All_NCI_MN12SX,Metric,,Accuracy,,kcal/mol,12.27,
WTMAD2_GMTKN55_MN12SX,Metric,,Accuracy,,kcal/mol,8.09,
WTMAD2_Basic_Small_MN15,Metric,,Accuracy,,kcal/mol,2.95,
WTMAD2_Iso_Large_MN15,Metric,,Accuracy,,kcal/mol,6.37,
WTMAD2_Barriers_MN15,Metric,,Accuracy,,kcal/mol,4.02,
WTMAD2_Inter_NCI_MN15,Metric,,Accuracy,,kcal/mol,5.55,
WTMAD2_Intra_NCI_MN15,Metric,,Accuracy,,kcal/mol,10.84,
WTMAD2_All_NCI_MN15,Metric,,Accuracy,,kcal/mol,8.14,
WTMAD2_GMTKN55_MN15,Metric,,Accuracy,,kcal/mol,5.69,
WTMAD2_Basic_Small_LC-whPBE,Metric,,Accuracy,,kcal/mol,4.32,
WTMAD2_Iso_Large_LC-whPBE,Metric,,Accuracy,,kcal/mol,10.01,
WTMAD2_Barriers_LC-whPBE,Metric,,Accuracy,,kcal/mol,5.83,
WTMAD2_Inter_NCI_LC-whPBE,Metric,,Accuracy,,kcal/mol,22.02,
WTMAD2_Intra_NCI_LC-whPBE,Metric,,Accuracy,,kcal/mol,17.55,
WTMAD2_All_NCI_LC-whPBE,Metric,,Accuracy,,kcal/mol,19.83,
WTMAD2_GMTKN55_LC-whPBE,Metric,,Accuracy,,kcal/mol,11.57,
WTMAD2_Basic_Small_B2PLYP,Metric,,Accuracy,,kcal/mol,3.23,
WTMAD2_Iso_Large_B2PLYP,Metric,,Accuracy,,kcal/mol,9.87,
WTMAD2_Barriers_B2PLYP,Metric,,Accuracy,,kcal/mol,4.42,
WTMAD2_Inter_NCI_B2PLYP,Metric,,Accuracy,,kcal/mol,15.29,
WTMAD2_Intra_NCI_B2PLYP,Metric,,Accuracy,,kcal/mol,12.59,
WTMAD2_All_NCI_B2PLYP,Metric,,Accuracy,,kcal/mol,13.97,
WTMAD2_GMTKN55_B2PLYP,Metric,,Accuracy,,kcal/mol,8.7,
WTMAD2_Basic_Small_B2GPPLYP,Metric,,Accuracy,,kcal/mol,2.44,
WTMAD2_Iso_Large_B2GPPLYP,Metric,,Accuracy,,kcal/mol,7.26,
WTMAD2_Barriers_B2GPPLYP,Metric,,Accuracy,,kcal/mol,2.73,
WTMAD2_Inter_NCI_B2GPPLYP,Metric,,Accuracy,,kcal/mol,11.11,
WTMAD2_Intra_NCI_B2GPPLYP,Metric,,Accuracy,,kcal/mol,8.91,
WTMAD2_All_NCI_B2GPPLYP,Metric,,Accuracy,,kcal/mol,10.03,
WTMAD2_GMTKN55_B2GPPLYP,Metric,,Accuracy,,kcal/mol,6.26,
WTMAD2_Basic_Small_MPW2PLYP,Metric,,Accuracy,,kcal/mol,2.86,
WTMAD2_Iso_Large_MPW2PLYP,Metric,,Accuracy,,kcal/mol,9.04,
WTMAD2_Barriers_MPW2PLYP,Metric,,Accuracy,,kcal/mol,4.09,
WTMAD2_Inter_NCI_MPW2PLYP,Metric,,Accuracy,,kcal/mol,9.56,
WTMAD2_Intra_NCI_MPW2PLYP,Metric,,Accuracy,,kcal/mol,10.5,
WTMAD2_All_NCI_MPW2PLYP,Metric,,Accuracy,,kcal/mol,10.02,
WTMAD2_GMTKN55_MPW2PLYP,Metric,,Accuracy,,kcal/mol,6.85,
WTMAD2_Basic_Small_PWPB95,Metric,,Accuracy,,kcal/mol,2.43,
WTMAD2_Iso_Large_PWPB95,Metric,,Accuracy,,kcal/mol,7.38,
WTMAD2_Barriers_PWPB95,Metric,,Accuracy,,kcal/mol,3.43,
WTMAD2_Inter_NCI_PWPB95,Metric,,Accuracy,,kcal/mol,12.28,
WTMAD2_Intra_NCI_PWPB95,Metric,,Accuracy,,kcal/mol,8.69,
WTMAD2_All_NCI_PWPB95,Metric,,Accuracy,,kcal/mol,10.52,
WTMAD2_GMTKN55_PWPB95,Metric,,Accuracy,,kcal/mol,6.56,
WTMAD2_Basic_Small_DSD-BLYP,Metric,,Accuracy,,kcal/mol,2.39,
WTMAD2_Iso_Large_DSD-BLYP,Metric,,Accuracy,,kcal/mol,7.02,
WTMAD2_Barriers_DSD-BLYP,Metric,,Accuracy,,kcal/mol,2.41,
WTMAD2_Inter_NCI_DSD-BLYP,Metric,,Accuracy,,kcal/mol,10.79,
WTMAD2_Intra_NCI_DSD-BLYP,Metric,,Accuracy,,kcal/mol,8.21,
WTMAD2_All_NCI_DSD-BLYP,Metric,,Accuracy,,kcal/mol,9.53,
WTMAD2_GMTKN55_DSD-BLYP,Metric,,Accuracy,,kcal/mol,5.96,
WTMAD2_Basic_Small_DSD-PBEP86,Metric,,Accuracy,,kcal/mol,1.78,
WTMAD2_Iso_Large_DSD-PBEP86,Metric,,Accuracy,,kcal/mol,5.62,
WTMAD2_Barriers_DSD-PBEP86,Metric,,Accuracy,,kcal/mol,2.77,
WTMAD2_Inter_NCI_DSD-PBEP86,Metric,,Accuracy,,kcal/mol,6.45,
WTMAD2_Intra_NCI_DSD-PBEP86,Metric,,Accuracy,,kcal/mol,5.59,
WTMAD2_All_NCI_DSD-PBEP86,Metric,,Accuracy,,kcal/mol,6.03,
WTMAD2_GMTKN55_DSD-PBEP86,Metric,,Accuracy,,kcal/mol,4.21,
WTMAD2_Basic_Small_DSD-PBEB95,Metric,,Accuracy,,kcal/mol,2,
WTMAD2_Iso_Large_DSD-PBEB95,Metric,,Accuracy,,kcal/mol,5.26,
WTMAD2_Barriers_DSD-PBEB95,Metric,,Accuracy,,kcal/mol,2.31,
WTMAD2_Inter_NCI_DSD-PBEB95,Metric,,Accuracy,,kcal/mol,9.05,
WTMAD2_Intra_NCI_DSD-PBEB95,Metric,,Accuracy,,kcal/mol,6.69,
WTMAD2_All_NCI_DSD-PBEB95,Metric,,Accuracy,,kcal/mol,7.9,
WTMAD2_GMTKN55_DSD-PBEB95,Metric,,Accuracy,,kcal/mol,4.9,
Atomic_Partial_Charges,,,,,,,
EEQ_Model,,,,,,,
Dynamic_Polarizability_alpha(iw),,,,,,,
Dispersion_Coefficients_(C6),,,,,,,
Two-Body_Dispersion,,,,,,,
Three-Body_Dispersion,,,,,,,
Many-Body_Dispersion_(MBD),,,,,,,
Computational_Cost,,,,,,,
Analytical_Gradients,,,,,,,
DOSD_Benchmark_Set,,,,,,,
TOMC6_Benchmark_(Metals),,,,,,,
MOR41_Reaction_Energies,,,,,,,
S30L_Benchmark,,,,,,,
Rh_Dimer_(Cationic),,,,,,,
Coordination_Number_(CN),,,,,,,
Charge_Scaling_Function,,,,,,,
Reference_Systems,,,,,,,
Minnesota_Functionals,,,,,,,
PCONF_Peptide_Conformers,,,,,,,
Sugar_Conformers_(SCONF),,,,,,,
Large_Systems,,,,,,,
Periodic_Boundary_Conditions,,,,,,,
Semi-Empirical_Methods,,,,,,,
GMTKN55_Database,,,,,,,
GMTKN30_Database,,,,,,,
Reference_Values,,,,,,,
General_Main_Group_Chemistry,,,,,,,
Double_Hybrid_Class,,,,,,,
Hybrid_Functional_Class,,,,,,,
Noncovalent_Interactions,,,,,,,
Global_Hybrid_Class,,,,,,,
Meta-GGA_Class,,,,,,,
GGA_Functional_Class,,,,,,,
General_Use,,,,,,,
Dispersion_Correction,,,,,,,
Intramolecular_Interactions,,,,,,,
WTMAD-1_Score,,,,,,,
Atomization_Energies,,,,,,,
Accuracy_Ranking,,,,,,,
Reaction_Energy_Performance,,,,,,,
Local_Meta-GGA_Class,,,,,,,
Hartree-Fock_Exchange,,,,,,,
Uniform_Electron_Gas,,,,,,,
VSXC_Functional,,,,,,,
M05_Functional,,,,,,,
Transition_Metal_Dimers_(TMAE9),,,,,,,
Metal-Ligand_Bonds_(MLBE21),,,,,,,
Transition_Metal_Reactions_(3dTMRE18),,,,,,,
Barrier_Heights_(BH76),,,,,,,
Main_Group_Atomization_(MGAE109),,,,,,,
Alkyl_Bond_Dissociation,,,,,,,
Metal_Atom_Excitation_(MAEE5),,,,,,,
Octane_Isomerization,,,,,,,
Pi_System_Isomerization,,,,,,,
Harmonic_Frequencies,,,,,,,
Transition_Metals,,,,,,,
Open_Shell_Atoms,,,,,,,
Chemical_Space,,,,,,,
Reaction_Energies,,,,,,,
Basis_Set_Dependence,,,,,,,
Basic_Properties,,,,,,,
Minnesota_Class,,,,,,,
SCF_Convergence,,,,,,,
ACONF_Alkane_Conformers,,,,,,,
Total_Electronic_Energy,,,,,,,
Range_Separated_Hybrid,,,,,,,
Dispersion_Dominated_Systems,,,,,,,
Functional_Benchmarking,,,,,,,
B3LYP/6-31G*,,,,,,,
Three_Body_Dispersion_(E3),,,,,,,
C8_Dispersion_Term,,,,,,,
Cutoff_Radii_(R0),,,,,,,
Damping_Function,,,,,,,
Metallic_Systems,,,,,,,
Graphene_Interlayer_Binding,,,,,,,
Graphene_Sheets,,,,,,,
Alkaline_Metal_Cations_(BzM+),,,,,,,
DARC_Diels-Alder,,,,,,,
Dispersion_Coefficient_(C6),,,,,,,
Carbon_Atom,,,,,,,
Pure_DFT,,,,,,,
Water_Clusters,,,,,,,
Empiricism,,,,,,,
JSCH-2005_Database,,,,,,,
CCSD(T)/CBS_Limit,,,,,,,
Hydrogen_Bonded_Subset,,,,,,,
Dispersion_Dominant_Subset,,,,,,,
Mixed_Interaction_Subset,,,,,,,
Stacked_DNA_Base_Pairs,,,,,,,
Hydrogen_Bonded_Complexes,,,,,,,
Rare_Gas_Dimers,,,,,,,
Adenine-Thymine_Stack,,,,,,,
Biological_Dispersion,,,,,,,
Stacked_Complexes,,,,,,,
Geometry_Optimization,,,,,,,
Complete_Basis_Set_Limit,,,,,,,
DNA_Stability,,,,,,,
Protein_Stability,,,,,,,
Gradient_Corrected_Exchange,,,,,,,
Asymptotic_Potential,,,,,,,
LDA_Exchange,,,,,,,
Exchange_Energy_Density,,,,,,,
Parameter_beta,,,,,,,
Noble_Gas_Exchange,,,,,,,
Helium_Exchange_Energy,,,,,,,
Radon_Exchange_Energy,,,,,,,
LGC_Functional,,,,,,,
Sinh_Inverse_Function,,,,,,,
Sham_Parameter_beta,,,,,,,
Noble_Gas_Data,,,,,,,
Atomic_Exchange_Energies,,,,,,,
B88_Exchange,,,,,,,
Exact_Exchange,,,,,,,
B88_Exchange_Gradient,,,,,,,
Becke_Power_Series,,,,,,,
Exchange_Enhancement_Factor,,,,,,,
Adiabatic_Connection,,,,,,,
Exact_Exchange_(HF),,,,,,,
PW91_Correlation_Gradient,,,,,,,
LSDA_Correlation,,,,,,,
G1_Atomization_Energies,,,,,,,
Ionization_Potentials,,,,,,,
Proton_Affinities,,,,,,,
Total_Atomic_Energies,,,,,,,
Chemical_Bonds,,,,,,,
Negative_Ions_(Anions),,,,,,,
Coupling_Strength_Lambda,,,,,,,
BeH_Molecule,,,,,,,
LiF_Molecule,,,,,,,
O2_Molecule,,,,,,,
F2_Molecule,,,,,,,
Li2_Molecule,,,,,,,
CN_Radical,,,,,,,
Hydrocarbons_(CH),,,,,,,
Left-Right_Correlation,,,,,,,
DFT_Benchmarking,,,,,,,
B3PW91_Eq2,,,,,,,
CE345_Database,,,,,,,
Main_Group_Thermochemistry,,,,,,,
G3/99_Dataset,,,,,,,
W4-08_Atomization,,,,,,,
Colle-Salvetti_Formula,,,,,,,
DFT-D3_(Zero-Damping),,,,,,,
Becke-Johnson_Damping,,,,,,,
Repulsive_Interatomic_Forces,,,,,,,
Double_Counting_Correlation,,,,,,,
ADIM6_Alkane_Dimers,,,,,,,
S2_Cation_Dimer_(S2_2+),,,,,,,
Indole_Benzene_Stacked,,,,,,,
Repulsive_Functional_Character,,,,,,,
General_Main_Group_Chem,,,,,,,
Double_Hybrid_Meta-GGA,,,,,,,
Spin_Opposite_Scaling_(SOS),,,,,,,
Transition_Metal_Carbonyls,,,,,,,
MB08-165_Artificial_Mols,,,,,,,
IDISP_Intramol_Dispersion,,,,,,,
ISO34_Isomerization,,,,,,,
DC9_Difficult_Cases,,,,,,,
SIE11_Self_Interaction,,,,,,,
B3LYP_Orbitals,,,,,,,
Long_Range_Dispersion,,,,,,,
Hybrid_Meta-GGA_Class,,,,,,,
GMTKN24_Database,,,,,,,
WTMAD_Metric,,,,,,,
Frustrated_Lewis_Pairs,,,,,,,
Large_Molecule_Isomerization,,,,,,,
s6_Scaling_Factor,,,,,,,
Double_Hybrid_Alg,,,,,,,
n-Undecane_Isomerization,,,,,,,
MGCDB84_Database,,,,,,,
Kinetic_Energy_Density_(tau),,,,,,,
Self_Correlation_Error,,,,,,,
Static_Correlation,,,,,,,
Training_Set_35,,,,,,,
Validation_Set_231,,,,,,,
Transition_Metals_(TMAE9/MLBE4),,,,,,,
Kinetics_Barrier_Heights,,,,,,,
High_HF_Exchange_Paradox,,,,,,,
One_Electron_Regions,,,,,,,
Exchange_Functional,,,,,,,
M05_Optimization,,,,,,,
S22_Dataset_Subset,,,,,,,
Global_Hybrid_Meta-GGA,,,,,,,
Stoll_Ansatz,,,,,,,
Self_Correlation_Correction_(D_sigma),,,,,,,
Gradient_Expansion_Coeff_(mu),,,,,,,
LMAE14_Large_Atomization,,,,,,,
BBH7/08_Barrier_Heights,,,,,,,
Multiplicity_Changing_Excitation,,,,,,,
Cyclophanes_(Crowded),,,,,,,
UUU7_Uracil_Trimers,,,,,,,
IE34_Isomerization,,,,,,,
S22_Dispersion_Subset,,,,,,,
AE17_Atomic_Energies,,,,,,,
MGBL24_Bond_Lengths,,,,,,,
High_Spin_States,,,,,,,
APCE5_Peptide_Conformers,,,,,,,
Limit_of_Accuracy,,,,,,,
M08_Exchange_Form,,,,,,,
Spin-Orbit_Coupling,,,,,,,
Alkane_Isomerization,,,,,,,
Hydride_Anion,,,,,,,
Atomization_Energies_Small_Mols,,,,,,,
Lieb-Oxford_Bound,,,,,,,
Hole_Sum_Rule,,,,,,,
Parameter_kappa,,,,,,,
Parameter_mu,,,,,,,
Pseudopotential_Construction,,,,,,,
Density_Inhomogeneity,,,,,,,
Structural_Energy_Differences,,,,,,,
G2/97_Dataset,,,,,,,
Transition_Metal_Bonding,,,,,,,
Dispersion_Scaling,,,,,,,
NCEC_Dataset,,,,,,,
Charge_Transfer,,,,,,,
Van_der_Waals_Forces,,,,,,,
Universal_Performance,,,,,,,
RSH-Meta-GGA_Class,,,,,,,
BC332_Database,,,,,,,
Hartree-Fock_Exchange_SR,,,,,,,
Hartree-Fock_Exchange_LR,,,,,,,
Range_Sep_Param_omega,,,,,,,
Second_Order_Gradient_Exp,,,,,,,
Empirical_Dispersion,,,,,,,
S22A_Dataset,,,,,,,
